text_news,class
"(Adds Dubai roadshow, Aramco, Saudi c.bank comments)DUBAI, Nov 24 (Reuters) - Saudi Aramco met investors in Dubai on Sunday to market its initial public offering (IPO), after trying to secure demand from Kuwait’s sovereign wealth fund for the deal, worth up to $25.6 billion, which relies heavily on local and regional buyers.Top executives of the Saudi state-owned oil giant, including Aramco’s Chief Executive Amin Nasser, met officials of Kuwait’s sovereign wealth fund weeks ago, a source familiar with the matter said, confirming an earlier report on Sunday in the Kuwaiti newspaper Alrai.Meanwhile, Aramco’s management including its finance head and advisers met with institutional investors at an IPO roadshow in Dubai on Sunday, the second outside Riyadh after the company decided to cancel all roadshows in developed markets.The Kuwaiti newspaper said the Kuwait Investment Authority’s (KIA) decision on whether to participate in the deal would depend on a “study” of the IPO.Aramco said in an email it did not comment on specific investor meetings.The KIA did not immediately respond to a Reuters request for comment. In late October, the KIA’s managing director Farouk Bastaki said Aramco had not approached the fund then, but that the KIA would look at the IPO like any other investment.Talks have taken place with sovereign investors including the Abu Dhabi Investment Authority, Singapore’s GIC and other funds, sources have told Reuters.DUBAI ROADSHOWAramco has struggled to attract a major cornerstone or anchor investor for its IPO, which could be potentially the world’s biggest.An executive at a London-based fund, who attended the roadshow in Dubai, told Reuters he was interested in the IPO, but declined to provide more details.Some investors asked Aramco about the sustainability of its dividend policy. Aramco has set a base dividend of $75 billion for five years.A second executive at an investment firm said Aramco did not say whether that base level might grow.The meeting was led by Aramco’s senior vice president of finance, strategy and development, Khaled al-Dabbagh, and Yasser Mufti, the company’s vice president of strategy and market analysis, sources said.“The only thing left for comfort is the Saudi government, its fiscal policy and ability to sustain the dividends,” said a fund manager. “If youre OK with that, youll invest.”Over 20 people, wearing suits, walked into the presentation area at a luxury hotel in Dubai’s financial district, but hotel security restricted entry for reporters.Another roadshow is planned in Abu Dhabi on Monday.“Looks like there’s a lot of interest both from retail investors and institutions.” K. V. Vijay Raghavan, group finance director at Dubai-based investment firm Arenco told Reuters after attending the roadshow.“I wish it was more like $1.4 trillion to $1.5 trillion, but this is what it is,” he said, referring to the company’s aim to achieve a valuation of $1.6-$1.7 trillion.However, he also said that looking at the investor interest, the IPO could hit the top end of the valuation range.Aramco plans to sell 1.5% of the company. The deal is the centerpiece of Crown Prince Mohammed bin Salman’s plans to diversify the Saudi economy away from its reliance on oil.Saudi Arabia’s central bank governor told Reuters on Sunday in Riyadh that it was monitoring banking indicators on a daily basis and was not seeing any impact on liquidity from the IPO. (Reporting by Tuqa Khalid and Hadeel Al Sayegh in Dubai, Ahmed Hegagy in Kuwait; additional reporting by Marwa Rashad in Riyadh, Writing by Saeed Azhar; Editing by Mark Potter)",pos
"-sources@DUBAI/ABU DHABI, Nov 27 (Reuters) - Abu Dhabi Investment Authority (ADIA) is weighing an investment of at least $1 billion in the initial public offering (IPO) of Saudi Aramco, which is relying mainly on Saudi Arabian and Gulf investors to raise up to $25.6 billion, five sources familiar with the matter said.A final decision on the amount has yet to be taken and would need approval from ADIA’s board of directors, one of the sources said.ADIA, estimated to have assets of nearly $700 billion, is chaired by the president of the United Arab Emirates, Sheikh Khalifa bin Zayed al-Nahyan, while its deputy chairman is Abu Dhabi Crown Prince Sheikh Mohammed bin Zayed al-Nahyan.An ADIA spokesman and Aramco declined to comment.Two of the sources said ADIA was considering an investment of at least $1 billion, while two other sources gave a range of between $1.5 billion to $2 billion.State oil giant Aramco has struggled to attract a major cornerstone or anchor investor for its IPO, which could be potentially the world’s biggest. It has also approached Kuwait Investment Authority (KIA) and Singapore’s GIC.It had cancelled marketing roadshows for its listing outside the Gulf region on lack of interest from foreign institutional investors, many of whom see Aramco’s valuation as expensive given concern over political, governance and environment issues.Saudi Arabia aims to sell 1.5% of Aramco in the deal, valuing the company between $1.6 trillion and $1.7 trillion - lower than the $2 trillion target initially sought by Crown Prince Mohammed bin Salman, who has made the offering a pillar of his ambitious economic diversification drive. (Additional Stanley Carvalho in Abu Dhabi and Davide Barbuscia in Dubai; Editing by Clarence Fernandez)",pos
"(Adds details)DUBAI, Dec 2 (Reuters) - Saudi Arabia's Tadawul has introduced an equity index cap of 15% which is set to address concerns over the weighting oil giant Saudi Aramco will have when it lists on the exchange.State-owned oil firm Aramco is expected to list 1.5% of its shares this month in a deal which could raise more than $25 billion and top the record initial public offering (IPO) of Chinese retailer Alibaba on the New York Stock Exchange in 2014.The Aramco IPO is seen as a test for the Saudi exchange, where the largest listing so far has been worth $6 billion.""Any constituent whose index weight reaches or exceeds the threshold will be capped in accordance with the set limit,"" Tadawul said in a statement on Monday.The move is part of a broader update of Tadawul's index methodology, including a revision of the free float shares calculation methodology for shares owned by government entities.The new measures will ""ensure more balanced indices, which will accurately represent the movement of the market, enhance disclosures and transparency and minimize securities dominance,"" Tadawul's CEO Khalid Al Hussan said in a statement.Tadawul also said it has applied a new ""Fast Entry"" rule allowing shares of IPOs to be included in the all-share equity index at the close of the fifth trading day.The updates will be effective by the end of the year. (Reporting by Davide Barbuscia Editing by Shri Navaratnam and Alexander Smith)",pos
" Saudi Arabia’s central bank is monitoring banking indicators on a daily basis and is not seeing any impact on liquidity from oil giant Aramco’s initial public offering (IPO), its governor said on Sunday.    Saudi Arabian Monetary Authority governor Ahmed al-Kholifey told Reuters on the sidelines of a conference that he had no concerns about liquidity due to the size of Aramco’s IPO.     “We are monitoring all indicators on a daily basis and if there is any squeeze on liquidity, definitely we’ll be injecting liquidity but so far ... everything is assuring,” he said.   ",neg
ABU DHABI’S SOVEREIGN FUND ADIA WEIGHS INVESTMENT OF AT LEAST $1 BLN IN ARAMCO IPO -SOURCES,neg
"(Adds details)RIYADH, Nov 26 (Reuters) - Retail subscription for Saudi Aramco’s initial public offering (IPO) reached 27.04 billion Saudi riyals ($7.21 billion) on Tuesday, lead manager Samba Capital said.The retail element of the sale so far amounts to a total of 845,101,020 shares, Samba Capital said in a statement.The last day of subscription for the retail tranche of the share sale is Nov. 28, it said. Aramco launched the IPO on Nov. 3.The oil giant said it plans to sell 1.5% of the company, or about 3 billion shares, at an indicative price range of 30 riyals to 32 riyals, valuing the IPO at as much as 96 billion riyals ($25.6 billion) and giving the company a potential market value of between $1.6 trillion and $1.7 trillion.($1 = 3.7500 riyals) (Reporting by Marwa Rashad, writing by Stephen Kalin, editing by Chris Reese)",pos
"ABU DHABI/DUBAI, Nov 25 (Reuters) - Saudi Aramco's executives met officials of Abu Dhabi Investment Authority (ADIA) on Monday to discuss a potential investment in the oil giant's share sale that could raise as much as $25.6 billion, three sources familiar with the talks said.Aramco has struggled to attract a major cornerstone or anchor investor for its IPO, which could be potentially the world's biggest. It has also approached Kuwait Investment Authority (KIA) and Singapore's GIC.The meeting between Aramco and ADIA, one of the world's biggest sovereign wealth funds, was separate to an investor roadshow in Abu Dhabi, the second leg of a Gulf marketing effort by Aramco and its advisors.A similar roadshow was held in Dubai on Sunday.A spokesman for ADIA declined to comment. Aramco has said it does not comment on specific investor meetings.""Aramco, have stepped up a gear this month, but the signs are that it is unlikely to be the blockbuster sale that the Kingdom once hoped for,"" said London-based Capital Economics in a note on Monday.""And plans for this sale to be followed by an international listing seem to have lost momentum.""The company has also canceled marketing roadshows for its listing outside of the Gulf because of the lack of interest from foreign institutional investors.Some investors, who attended the Aramco roadshow in Abu Dhabi on Monday, also expressed mixed feelings about investing in the deal.Aramco's future weight in the region's benchmark indices was a compelling reason for fund managers in the Middle East and North Africa (MENA) region to invest in its shares, a fund manager said after the roadshow.But another fund manager said Aramco's dividend yield of 4.4% at the top end of its valuation was less attractive compared to other oil companies.Royal Dutch Shell has a dividend yield of 6.48%, Refinitiv data shows.Aramco is looking to sell 1.5% of the company in the deal, valuing the company between $1.6 trillion to $1.7 trillion. It has set a base dividend of $75 billion over five years.The deal is the centerpiece of Crown Prince Mohammed bin Salman's plans to diversify the Saudi economy away from its reliance on oil.""For the biggest IPO in history, it is still a wait and see approach for us, how it will perform, who's going to make the market,"" said an investment advisor to high net worth investors in Abu Dhabi.""The rich valuation, the recent attacks, the oil price, regional tensions  we are yet to get perspective on this.""Aramco's roadshow was led by Yassir Mufti, vice president of strategy and market analysis, and attended by members of the oil firm's IPO team, according to an investor invite seen by Reuters. ( Editing by David Evans)",pos
"* Valuation below Saudi crown prince’s $2 trillion aim* Could be world’s biggest IPO if priced at top of range* Aramco does not plan to market IPO abroad -sources* IPO is centrepiece of plan to diversify from oil (Adds analyst quote)DUBAI, Nov 17 (Reuters) - Saudi Aramco is worth up to $1.7 trillion at the price range set by the oil giant on Sunday, below the $2 trillion sought by Saudi’s crown prince but putting it in the running to become the world’s biggest IPO.Aramco cannot sell its shares directly to investors in the United States and other markets, as the initial public offering (IPO) will be restricted to Saudis and those foreign institutions permitted to invest in the kingdom’s stock market.The oil giant said it plans to sell 1.5% of the company, or about 3 billion shares, at an indicative price range of 30 riyals to 32 riyals, valuing the IPO at as much as 96 billion riyals ($25.6 billion) and giving the company a potential market value of between $1.6 trillion and $1.7 trillion.This could just beat Chinese e-commerce giant Alibaba’s record $25 billion New York stock market debut in 2014.Aramco’s IPO size could be bigger if there is enough demand for it to use a 15% “greenshoe” over-allotment option.“We are planning to subscribe to the IPO in two funds that we manage,” said Zachary Cefaratti, chief executive officer of Dubai-based Dalma Capital Management Ltd, adding that the preliminary valuation was “in line with our expectations”.Aramco kicked off its IPO on Nov. 3 after a series of false starts. Crown Prince Mohammed bin Salman, who floated the idea nearly four years ago, is seeking to raise billions of dollars to invest in non-oil industries, create employment and diversify the world’s top crude exporter away from oil.In its original prospectus, published on Nov. 9, Aramco said the domestic IPO would be made to institutional investors outside the United States according to Regulation S of the United States Securities Act of 1933, and inside the United States under the Rule 144A of the U.S. Securities Act.But on Sunday in an addendum to the IPO prospectus Aramco said that it had removed any reference to such regulations, which three people familiar with the matter said suggested there would not be any international roadshows to market the shares.“I expect this is a reflection of poor international demand,” said Rory Fyfe, managing director at MENA Advisors.“It was not worth it from their view. If there’s no substantial value or demand why do it and take additional legal risk?,” a banker familiar with the matter told Reuters.Aramco is yet to name any cornerstone investors in the deal or formally disclose the listing date.Analysts from banks working on the Riyadh bourse had given a valuation range of $1.2 trillion to $2.3 trillion for Aramco’s IPO and the fall from Crown Prince Mohammed’s original target underscores the challenges facing the company.The Crown Prince’s reputation was tarnished by the murder of Saudi journalist Jamal Khashoggi last year, while Aramco’s oil plants were targeted in September by attacks which initially halved its output. It has said the strikes will not have a material impact on its business.Aramco is the world’s most profitable company with a planned dividend of $75 billion next year, more than five times larger than the payout by Apple, the biggest of any S&P 500 company.But it is a bet on the price of oil at a time when global demand is expected to slow from 2025 due to measures to cut greenhouse gas emissions and rising use of electric vehicles.There is also political risk as the Saudi government, which relies on Aramco for the bulk of its funding, will continue to control the company.HIT AT HOMEDespite questions abroad, Aramco’s IPO is expected to be a huge hit among Saudis who are being offered 0.5% of the company.Retail investors have until Nov. 28 to sign up for the IPO while institutional investors can subscribe until Dec. 4.The Aramco listing is part of a year-end equity market rush, with Alibaba taking orders for a Hong Kong listing that is expected to raise up to $13.4 billion.The Riyadh listing comes after initial hopes for a 5% IPO on the domestic and international bourses were dashed last year amid debate over valuation and where to list Aramco.Aramco said the IPO timetable was delayed because it began a process to acquire a 70% stake in petrochemicals maker Saudi Basic Industries Corp.Aramco mandated 27 banks to work on the deal, including Citigroup, Goldman Sachs, HSBC, JPMorgan and Morgan Stanley. ($1 = 3.7501 riyals)(Reporting by Saeed Azhar and Hadeel Al Sayegh, Tuqa Khalid, Rania El Gamal, Davide Barbuscia, Editing by Carmel Crimmins, Ghaida Ghantous, Himani Sarkar and Alexander Smith)",pos
"* Malaysia's state oil firm says not taking part* Russia's Lukoil says won't be buying shares* Aramco yet to reveal any major foreign interest (Adds background on other sovereign investors, quotes, background)KUALA LUMPUR/LONDON Nov 22 (Reuters) - With Saudi Aramco yet to name any major foreign investors in its upcoming share sale, Malaysia's state energy company Petronas decided to take a pass on Friday.Expectations that Aramco customers and allies around the world would take significant stakes in the company have so far not materialised, with the listing looking like it will be reliant on local retail and institutional investors.Petronas follows Russia's second largest oil producer Lukoil in turning its back on the initial public offering (IPO) which is likely to rank Aramco as the world's most valuable company.Petronas and Aramco have a joint venture in a $27 billion refinery and petrochemicals complex in southern Malaysia that is set to start commercial operations this year.Aramco kicked off the sale process on Nov. 3 after a series of false starts and Petronas, which has a joint venture with the Saudi firm in Malaysia, said it had been asked to invest.""Petronas would like to confirm that after due consideration, the company has decided not to participate in Saudi Aramco's initial public offering exercise,"" Petronas said in an emailed statement.Aramco is a major oil supplier to China, Japan and South Korea and their plans for the IPO are not yet clear, however, the head of Japan's largest refiner said earlier this month that Japanese companies were unlikely to invest because it was difficult to ascertain Aramco's true value.Aramco plans to sell 1.5% of the company, looking to raise up to $25.6 billion and giving the company a potential market value of between $1.6 trillion and $1.7 trillion.It is the centrepiece of Crown Prince Mohammed bin Salman's plans to diversify the Saudi economy away from its reliance on oil.But the company has cancelled marketing roadshows for its listing outside of the Gulf because of the lack of interest from foreign institutional investors.That has raised questions about to what extent the listing can really diversify the country's economic interests.""Just selling a 1.5% stake in an oil company is not really going to achieve an enormous amount,"" said Charles Hollis, a former UK-Saudi diplomat and director at intelligence consultancy Falanx Assynt.Aramco did not immediately respond to a request for comment on potential anchor investments or the impact its IPO will have on diversifying the economy.Saudi Arabia's Samba Financial Group said on Thursday that the IPO has attracted about 73 billion riyals ($19.47 billion) in institutional and retail orders so far.Although no major state company or fund has stepped forward, talks have been taking place with sovereign investors including the Abu Dhabi Investment Authority, Singapore's GIC and other funds, sources have told Reuters. ($1 = 3.7501 riyals) (Reporting by Krishna N. Das; Writing by A. Ananthalakshmi and Rachel Armstrong Editing by Kim Coghill and Elaine Hardcastle)",neg
"(Adds details)RIYADH, Nov 25 (Reuters) - Retail subscription for Saudi Aramco’s initial public offering (IPO) reached 21.77 billion Saudi riyals ($5.8 billion) on Monday, lead manager Samba Capital said.The retail element of the sale so far amounts to a total of 680,254,540 shares, Samba Capital said in a statement.The last day of subscription for the retail tranche of the share sale is Nov. 28, it said. Aramco launched the IPO on Nov. 3.The oil giant said it plans to sell 1.5% of the company, or about 3 billion shares, at an indicative price range of 30 riyals to 32 riyals, valuing the IPO at as much as 96 billion riyals ($25.6 billion) and giving the company a potential market value of between $1.6 trillion and $1.7 trillion. (Reporting by Marwa Rashad Writing by Maher Chmaytelli Editing by David Goodman)",pos
"banks@ (adds quotes, background)RIYADH, Nov 24 (Reuters) - Saudi Arabia’s central bank is monitoring banking indicators on a daily basis and is not seeing any impact on liquidity from oil giant Aramco’s initial public offering (IPO), its governor said on Sunday.Saudi Arabian Monetary Authority governor Ahmed al-Kholifey told Reuters on the sidelines of a conference that he had no concerns about liquidity due to the size of Aramco’s IPO.“We are monitoring all indicators on a daily basis and if there is any squeeze on liquidity, definitely well be injecting liquidity but so far ... everything is assuring,” he said.Aramco plans to sell 1.5% of the company, giving it a potential market value of as much as $1.7 trillion in a deal that is the centrepiece of Crown Prince Mohammed bin Salman’s plans to diversify the oil-dependent economy.The IPO, which aims to raise as much as $25.6 billion in proceeds, has attracted approximately 73 billion riyals ($19.5 billion) in institutional and retail orders so far, Saudi Arabia’s Samba Financial Group said on Thursday.Saudi banks are marketing loans, with some offering four times the usual limits, two financial sources told Reuters earlier this month, adding they were able to do so as they will hold the stock on behalf of clients so have it as security.The government has encouraged rich Saudis to invest, with many viewing it as an opportunity to show their patriotism after a September attack on Aramco facilities that struck at the heart of the kingdom’s energy industry.“The Saudi banking sector enjoys very high levels of liquidity compared to Basel requirements,” Kholifey earlier told the conference, referring to international banking rules. (Reporting by Marwa Rashad; Writing by Saeed Azhar; Editing by Mark Potter)",pos
"(Recasts with figures from Samba)RIYADH/DUBAI, Nov 21 (Reuters) - Saudi Aramco’s initial public offering (IPO) has attracted approximately 73 billion riyals ($19.47 billion) in institutional and retail orders so far, Saudi Arabia’s Samba Financial Group said on Thursday.Some 1.8 million retail subscribers have injected more than 14 billion riyals into the IPO so far, Samba, one of the banks managing the deal, said in a statement sent to Reuters.Institutional subscriptions amounted to 58.4 billion riyals and 1.82 billion subscribed shares, it added.A banking source told Reuters earlier that the institutional tranche of the IPO was oversubscribed. However, the preliminary estimates do not show that it is oversubscribed.Aramco, which did not immediately respond to a request for comment, plans to sell 1.5% of the company, or about 3 billion shares, at an indicative price range of 30 riyals to 32 riyals, valuing the IPO at as much as 96 billion riyals and giving the company a potential market value of between $1.6 trillion and $1.7 trillion.Representatives of the state-owned oil giant plan meetings with investors in Dubai next week, sources have said, for what is expected to be the world’s biggest share sale.Aramco has said at least one-third of the sale is expected to be covered by retail investors, who have until Nov. 28 to sign up for the IPO.Institutional investors can subscribe until Dec. 4.Aramco kicked off the sale process on Nov. 3 after a series of false starts. The deal is crucial for Crown Prince Mohammed bin Salman’s plans to raise billions of dollars to invest in non-oil industries, create employment and diversify the world’s top crude exporter away from oil. ($1 = 3.7501 riyals) (Reporting by Marwa Rashad and Sylvia Westall; Writing by Davide Barbuscia and Tuqa Khalid Editing by David Evans, Kirsten Donovan)",neg
